,name,desc,cr,immunities,resists,conditions,wins,actions,hp,str,dex,con,int,wis,cha,ac,spd
9773,Wyvern,Large Dragon Unaligned,6,,,Magic Attacks,,"Multiattack: 1x (Bite, Claws), Stinger	Bite: +7, 10ft, 2d6+5 Piercing	Claws: +7, 2d8+5 Slashing	Stinger: +7, 10ft, 2d6+5 Piercing, 7d6 Poison (CON Save)",42,19,10,16,5,12,6,13,80
9774,Cloaker,Medium Aberration Chaotic Neutral,8,,,"Diseased,Being Worn",,"Phantasms: Mirror Image	Multiattack: 10ft, Bite, Tail	Moan: 60ft, Frightened (WIS Save)	Tail: +5, 10ft, 1d8+3 Slashing	Bite: +5, 1d6+3 Bludgeoning, Eyes Covered (If Advantage,  Large), Cloaker Attached (If Large), The Plague (CON Save)",54,17,15,12,13,12,14,14,40
9775,Unicorn,Large Celestial Lawful Good,5,"Poison,Poisoned,Charmed,Paralyzed",,"Fan Favorite,Legendary",,"Horn: +6, 1d8+4 Piercing	Hooves: +6, 2d6+4 Bludgeoning	Charge: +6, 3d8+4 Piercing, Prone (STR Save)	Multiattack: Horn, Hooves	Multicharge: Charge, Hooves	Entangle: 90ft, Entangled (STR Save)	Dispel Evil and Good: Dispel Evil and Good",31,18,14,15,11,17,16,12,50
9776,Barbed Devil,Medium Fiend Lawful Evil,5,"Fire,Poison,Poisoned","Cold,Spell,MagicalAbility","Wild Element,Barbed Hide",,"Hurl Flame: +4, 150ft, 3d6 Lightning	Claw: +5, 1d6+3 Piercing	Tail: +5, 2d6+3 Piercing	Multiattack: 2 Claw, Tail	Multihurl: 150ft, 2 Hurl Flame",50,16,17,18,12,14,14,15,30
9777,Cloaker,Medium Aberration Chaotic Neutral,8,,,"Diseased,Being Worn",Werebear,"Phantasms: Mirror Image	Multiattack: 10ft, Bite, Tail	Moan: 60ft, Frightened (WIS Save)	Tail: +5, 10ft, 1d8+3 Slashing	Bite: +5, 1d6+3 Bludgeoning, Eyes Covered (If Advantage,  Large), Cloaker Attached (If Large), The Plague (CON Save)",54,17,15,12,13,12,14,14,40
9778,Air Elemental,Large Elemental Neutral,5,"Poison,Exhaustion,Grappled,Paralyzed,Petrified,Poisoned,Prone,Restrained,Asleep","Bludgeoning,Piercing,Slashing,Lightning,Thunder","Starts Invisibile,Greater Invisible",Xorn,"Slam: +7, 2d8+5 Bludgeoning	Multiattack: 2 Slam	Whirlwind: 3d8+2 Bludgeoning (STR Save)",45,14,20,14,6,10,6,15,90
9779,Wyvern,Large Dragon Unaligned,6,,,Magic Attacks,Water Elemental,"Multiattack: 1x (Bite, Claws), Stinger	Bite: +7, 10ft, 2d6+5 Piercing	Claws: +7, 2d8+5 Slashing	Stinger: +7, 10ft, 2d6+5 Piercing, 7d6 Poison (CON Save)",42,19,10,16,5,12,6,13,80
9780,Barbed Devil,Medium Fiend Lawful Evil,5,"Fire,Poison,Poisoned","Cold,Spell,MagicalAbility","Wild Element,Barbed Hide",Half-Dragon Veteran,"Hurl Flame: +4, 150ft, 3d6 Lightning	Claw: +5, 1d6+3 Piercing	Tail: +5, 2d6+3 Piercing	Multiattack: 2 Claw, Tail	Multihurl: 150ft, 2 Hurl Flame",50,16,17,18,12,14,14,15,30
9781,Barbed Devil,Medium Fiend Lawful Evil,5,"Fire,Poison,Poisoned","Cold,Spell,MagicalAbility","Wild Element,Barbed Hide","Half-Dragon Veteran, Unicorn","Hurl Flame: +4, 150ft, 3d6 Lightning	Claw: +5, 1d6+3 Piercing	Tail: +5, 2d6+3 Piercing	Multiattack: 2 Claw, Tail	Multihurl: 150ft, 2 Hurl Flame",50,16,17,18,12,14,14,15,30
9782,Air Elemental,Large Elemental Neutral,5,"Poison,Exhaustion,Grappled,Paralyzed,Petrified,Poisoned,Prone,Restrained,Asleep","Bludgeoning,Piercing,Slashing,Lightning,Thunder","Starts Invisibile,The Plague","Xorn, Roper","Slam: +7, 2d8+5 Bludgeoning	Multiattack: 2 Slam	Whirlwind: 3d8+2 Bludgeoning (STR Save)",45,14,20,14,6,10,6,15,90
9783,Air Elemental,Large Elemental Neutral,5,"Poison,Exhaustion,Grappled,Paralyzed,Petrified,Poisoned,Prone,Restrained,Asleep","Bludgeoning,Piercing,Slashing,Lightning,Thunder","Starts Invisibile,The Plague","Xorn, Roper, Cloaker","Slam: +7, 2d8+5 Bludgeoning	Multiattack: 2 Slam	Whirlwind: 3d8+2 Bludgeoning (STR Save)",24,14,20,14,6,10,6,15,90
9784,Chimera,Large Monstrosity Chaotic Evil,6,,,"Magic Attacks,Faerie Fire",,"Multiattack: Bite, Claws, Horns	Breath Weapon Combo: 15ft, Fire Breath, Bite, Claws	Bite: +7, 2d6+5 Piercing	Horns: +7, 1d12+5 Bludgeoning	Claws: +7, 2d6+5 Slashing	Fire Breath: 15ft, 7d8 Fire (DEX Save)",58,19,11,19,3,14,10,14,60
9785,Young Copper Dragon,Large Dragon Chaotic Good,7,Acid,,Parrier,,"Multiattack: Bite, 2 Claw	Bite: +6, 10ft, 2d10+4 Piercing	Claw: +6, 2d6+4 Slashing	Breath Weapon: 40ft, 1x (Acid Breath, Slowing Breath)	Acid Breath: 40ft, 9d8 Acid (DEX Save)	Slowing Breath: 30ft, Slowed (CON Save)	Parry: +3 to AC vs 1 Attack, Reaction",60,19,12,17,16,13,15,17,80
9786,Giant Ape,Huge Beast Unaligned,7,,,+2 CHA,,"Fist: +8, 10ft, 3d10+6 Bludgeoning	Rock: +8, 50ft, 7d6+6 Bludgeoning	Multiattack: 10ft, 2 Fist",73,23,14,18,7,12,9,12,40
9787,Salamander,Large Elemental Neutral Evil,5,Fire,"Bludgeoning,Piercing,Slashing,Psychic","Psychic Attuned,Heated Body",,"Multisqueeze: Tail Squeeze, Spear (If Grappled & Restrained)	Multiattack: Tail, Spear	Tail: +6, 10ft, 2d6+4 Psychic, 2d6 Fire, Grappled & Restrained	Tail Squeeze: 10ft, 2d6+4 Psychic, 2d6 Fire (If Grappled & Restrained)	Spear: +6, 2d8+4 Psychic, 1d6 Fire	Spear Throw: +6, 20ft, 2d6+4 Psychic, 1d6 Fire",57,18,14,15,11,10,12,15,30
9788,Shield Guardian,Large Construct Unaligned,7,"Poison,Charmed,Exhaustion,Frightened,Paralyzed,Poisoned",,"Frenzied,Regeneration,Stored Spell",,"Fist: +6, 2d6+4 Bludgeoning	Multiattack: 2 Fist	Wall of Fire: 120ft, 5d8 Fire (DEX Save)",68,18,8,18,7,10,3,17,30
9789,Young Brass Dragon,Large Dragon Chaotic Good,6,Fire,,Starts Invisibile,,"Multiattack: 10ft, Bite, 2 Claw	Bite: +6, 10ft, 2d10+4 Piercing	Claw: +6, 2d6+4 Slashing	Breath Weapon: 40ft, 1x (Fire Breath, Sleep Breath)	Fire Breath: 40ft, 12d6 Fire (DEX Save)	Sleep Breath: 30ft, Asleep (CON Save)",56,19,10,17,12,11,15,17,80
9790,Fire Elemental,Large Elemental Neutral,5,"Fire,Poison,Exhaustion,Grappled,Paralyzed,Petrified,Poisoned,Prone,Restrained,Asleep","Bludgeoning,Piercing,Slashing","Electric Body,Heated Body",,"Touch: +5, 2d6+3 Fire, On Fire	Multiattack: Fire Form, 2 Touch	Fire Form: 1d10 Fire, On Fire",55,10,17,16,6,10,7,13,50
9791,Young White Dragon,Large Dragon Chaotic Evil,6,Cold,,+2 STR,,"Multiattack: 10ft, Bite, 2 Claw	Bite: +7, 10ft, 2d10+5 Piercing, 1d8 Cold	Claw: +7, 2d6+5 Slashing	Cold Breath: 30ft, 10d8 Cold (CON Save)",77,20,10,18,6,11,12,17,80
9792,Fire Elemental,Large Elemental Neutral,5,"Fire,Poison,Exhaustion,Grappled,Paralyzed,Petrified,Poisoned,Prone,Restrained,Asleep","Bludgeoning,Piercing,Slashing","Electric Body,Heated Body",Mammoth,"Touch: +5, 2d6+3 Fire, On Fire	Multiattack: Fire Form, 2 Touch	Fire Form: 1d10 Fire, On Fire",55,10,17,16,6,10,7,13,50
9793,Salamander,Large Elemental Neutral Evil,5,Fire,"Bludgeoning,Piercing,Slashing,Psychic","Psychic Attuned,Heated Body",Invisible Stalker,"Multisqueeze: Tail Squeeze, Spear (If Grappled & Restrained)	Multiattack: Tail, Spear	Tail: +6, 10ft, 2d6+4 Psychic, 2d6 Fire, Grappled & Restrained	Tail Squeeze: 10ft, 2d6+4 Psychic, 2d6 Fire (If Grappled & Restrained)	Spear: +6, 2d8+4 Psychic, 1d6 Fire	Spear Throw: +6, 20ft, 2d6+4 Psychic, 1d6 Fire",57,18,14,15,11,10,12,15,30
9794,Young White Dragon,Large Dragon Chaotic Evil,6,Cold,,+2 STR,Mage,"Multiattack: 10ft, Bite, 2 Claw	Bite: +7, 10ft, 2d10+5 Piercing, 1d8 Cold	Claw: +7, 2d6+5 Slashing	Cold Breath: 30ft, 10d8 Cold (CON Save)",77,20,10,18,6,11,12,17,80
9795,Shield Guardian,Large Construct Unaligned,7,"Poison,Charmed,Exhaustion,Frightened,Paralyzed,Poisoned",,"Frenzied,Regeneration,Stored Spell",Air Elemental,"Fist: +6, 2d6+4 Bludgeoning	Multiattack: 2 Fist	Blight: 30ft, 8d8 Necrotic (CON Save, If Not  Undead,  Construct,  Plant), 64 Necrotic (CON Save, If Plant)",68,18,8,18,7,10,3,17,30
9796,Shield Guardian,Large Construct Unaligned,7,"Poison,Charmed,Exhaustion,Frightened,Paralyzed,Poisoned",,"Frenzied,Regeneration,Stored Spell,On Fire","Air Elemental, Chimera","Fist: +6, 2d6+4 Bludgeoning	Multiattack: 2 Fist	Banish: 60ft, Banished (CHA Save) (If Elemental/​Fiend/​Celestial/​Fey/​Aberration)",68,18,8,18,7,10,3,17,30
9797,Salamander,Large Elemental Neutral Evil,5,Fire,"Bludgeoning,Piercing,Slashing,Psychic","Psychic Attuned,Heated Body","Invisible Stalker, Young Copper Dragon","Multisqueeze: Tail Squeeze, Spear (If Grappled & Restrained)	Multiattack: Tail, Spear	Tail: +6, 10ft, 2d6+4 Psychic, 2d6 Fire, Grappled & Restrained	Tail Squeeze: 10ft, 2d6+4 Psychic, 2d6 Fire (If Grappled & Restrained)	Spear: +6, 2d8+4 Psychic, 1d6 Fire	Spear Throw: +6, 20ft, 2d6+4 Psychic, 1d6 Fire",57,18,14,15,11,10,12,15,30
9798,Salamander,Large Elemental Neutral Evil,5,Fire,"Bludgeoning,Piercing,Slashing,Psychic","Psychic Attuned,Heated Body","Invisible Stalker, Young Copper Dragon, Young White Dragon","Multisqueeze: Tail Squeeze, Spear (If Grappled & Restrained)	Multiattack: Tail, Spear	Tail: +6, 10ft, 2d6+4 Psychic, 2d6 Fire, Grappled & Restrained	Tail Squeeze: 10ft, 2d6+4 Psychic, 2d6 Fire (If Grappled & Restrained)	Spear: +6, 2d8+4 Psychic, 1d6 Fire	Spear Throw: +6, 20ft, 2d6+4 Psychic, 1d6 Fire",57,18,14,15,11,10,12,15,30
9799,Bone Devil,Large Fiend Lawful Evil,9,"Fire,Poison,Poisoned","Cold,Spell,MagicalAbility",Shielded,,"Sting: +7, 10ft, 2d8+4 Piercing, 5d6 Poison, Poisoned (CON Save)	Claw: +7, 10ft, 1d8+4 Slashing	Multiattack: 10ft, 2 Claw, Sting	Shield: +5 to AC, Reaction",71,18,16,18,13,14,16,19,40
9800,Stone Golem,Large Construct Unaligned,10,"Poison,Psychic,Charmed,Exhaustion,Frightened,Paralyzed,Petrified,Poisoned,Polymorph","Bludgeoning,Piercing,Slashing","Legendary Resistor,Legendary Resistance",,"Slow: 10ft, Slowed (WIS Save)	Slam: +9, 3d8+6 Bludgeoning	Multiattack: 2 Slam",84,22,9,20,3,11,1,17,30
9801,Guardian Naga,Large Monstrosity Lawful Good,10,"Poison,Poisoned,Charmed,Restrained,Paralyzed,Grappled",,Crit Master,,"Bite: +7, 10ft, 1d8+4 Piercing, 10d8 Poison (CON Save)	Spit Poison: +7, 15ft, 10d8 Poison (CON Save)	Cure Wounds (L3): Heal 3d8+4	Cure Wounds: Heal 1d8+4	Hold Person: 60ft, Paralyzed (WIS Save) (If Humanoid)	Geas to Surrender: 30ft, 5d10 Psychic (WIS Save)	Flame Strike: 60ft, 4d6 Radiant (DEX Save), 4d6 Fire (DEX Save)	Banish: 60ft, Banished (CHA Save) (If Elemental/​Fiend/​Celestial/​Fey/​Aberration)	Sacred Flame: 60ft, 2d8+0 Radiant (DEX Save)	Shield of Faith: Shield of Faith	Bestow Curse: +7, Cursed (WIS Save)",65,19,18,16,16,19,18,18,40
9802,Cloud Giant,Huge Giant Neutral Good,9,,,+2 CON,,"Morningstar: +11, 10ft, 3d8+8 Piercing	Rock: +11, 60ft, 4d10+8 Bludgeoning	Multiattack: 10ft, 2 Morningstar",117,27,10,24,12,16,16,14,40
9803,Aboleth,Large Aberration Lawful Evil,10,,,"Death Defying,Legendary",,"Tentacle: +6, 10ft, 1d8+4 Bludgeoning, Aboleth Plague (CON Save)	Enslave: 30ft, Charmed (WIS Save)	Tail: +6, 10ft, 2d6+4 Bludgeoning	Multiattack: 10ft, 3 Tentacle",58,21,9,15,18,15,18,17,10
9804,Young Red Dragon,Large Dragon Chaotic Evil,10,Fire,,Tough,,"Multiattack: Bite, 2 Claw	Bite: +9, 10ft, 2d10+6 Piercing, 1d6 Fire	Claw: +9, 2d6+6 Slashing	Fire Breath: 60ft, 16d6 Fire (DEX Save)",127,23,10,21,14,11,19,18,80
9805,Deva,Medium Celestial Lawful Good,10,"Charmed,Exhaustion,Frightened","Bludgeoning,Piercing,Slashing,Radiant,Spell,MagicalAbility",Mirrored,,"Mace: +7, 1d6+4 Bludgeoning, 4d6 Radiant	Multiattack: 2 Mace",64,18,18,18,17,20,20,17,90
9806,Clay Golem,Medium Construct Unaligned,9,"Poison,Psychic,Charmed,Exhaustion,Frightened,Paralyzed,Petrified,Poisoned,Polymorph","Bludgeoning,Piercing,Slashing",Blurred,,"Haste: Hasted	Slam: +7, 2d10+5 Bludgeoning & Life Drain	Multiattack: 2 Slam",65,20,9,18,3,8,1,14,20
9807,Bone Devil,Large Fiend Lawful Evil,9,"Fire,Poison,Poisoned","Cold,Spell,MagicalAbility",Shielded,Salamander,"Sting: +7, 10ft, 2d8+4 Piercing, 5d6 Poison, Poisoned (CON Save)	Claw: +7, 10ft, 1d8+4 Slashing	Multiattack: 10ft, 2 Claw, Sting	Shield: +5 to AC, Reaction",71,18,16,18,13,14,16,19,40
9808,Stone Golem,Large Construct Unaligned,10,"Poison,Psychic,Charmed,Exhaustion,Frightened,Paralyzed,Petrified,Poisoned,Polymorph","Bludgeoning,Piercing,Slashing","Legendary Resistor,Legendary Resistance",Treant,"Slow: 10ft, Slowed (WIS Save)	Slam: +9, 3d8+6 Bludgeoning	Multiattack: 2 Slam",84,22,9,20,3,11,1,17,30
9809,Clay Golem,Medium Construct Unaligned,9,"Poison,Psychic,Charmed,Exhaustion,Frightened,Paralyzed,Petrified,Poisoned,Polymorph","Bludgeoning,Piercing,Slashing",Blurred,Young Black Dragon,"Haste: Hasted	Slam: +7, 2d10+5 Bludgeoning & Life Drain	Multiattack: 2 Slam",65,20,9,18,3,8,1,14,20
9810,Cloud Giant,Huge Giant Neutral Good,9,,,+2 CON,Frost Giant,"Morningstar: +11, 10ft, 3d8+8 Piercing	Rock: +11, 60ft, 4d10+8 Bludgeoning	Multiattack: 10ft, 2 Morningstar",117,27,10,24,12,16,16,14,40
9811,Cloud Giant,Huge Giant Neutral Good,9,,,+2 CON,"Frost Giant, Young Red Dragon","Morningstar: +11, 10ft, 3d8+8 Piercing	Rock: +11, 60ft, 4d10+8 Bludgeoning	Multiattack: 10ft, 2 Morningstar",99,27,10,24,12,16,16,14,40
9812,Stone Golem,Large Construct Unaligned,10,"Poison,Psychic,Charmed,Exhaustion,Frightened,Paralyzed,Petrified,Poisoned,Polymorph","Bludgeoning,Piercing,Slashing","Legendary Resistor,Legendary Resistance","Treant, Aboleth","Slow: 10ft, Slowed (WIS Save)	Slam: +9, 3d8+6 Bludgeoning	Multiattack: 2 Slam",84,22,9,20,3,11,1,17,30
9813,Stone Golem,Large Construct Unaligned,10,"Poison,Psychic,Charmed,Exhaustion,Frightened,Paralyzed,Petrified,Poisoned,Polymorph","Bludgeoning,Piercing,Slashing","Legendary Resistor,Legendary Resistance","Treant, Aboleth, Bone Devil","Slow: 10ft, Slowed (WIS Save)	Slam: +9, 3d8+6 Bludgeoning	Multiattack: 2 Slam",84,22,9,20,3,11,1,17,30
9814,Gug,Huge Giant Neutral Evil,12,"Poison,Confusion,Exhaustion,Paralysis,Poisoned",,"+2 WIS,Legendary",,"Multislam: 10ft, 2 Slam, Exhaust	Slam: +10, 10ft, 2d8+7 Bludgeoning	Exhaust: Exhaust	Multistomp: 10ft, 2 Stomp	Stomp: +10, 10ft, 2d12+7 Bludgeoning	Grab: +10, 10ft, Grappled (If Not Grappled)	Throw: 2d12+7 Bludgeoning (If Grappled)	Swallow: Swallowed (If Large) (If Grappled)	Digest: 2d12 Acid (If Swallowed)",121,24,10,25,10,10,14,17,40
9815,Behir,Huge Monstrosity Neutral Evil,11,Lightning,,"Magic Resistant,Sensitive Stomach",,"Bite: +9, 10ft, 3d10+6 Piercing	Swallow: +9, 10ft, 3d10+6 Piercing, Swallowed (If Grappled & Restrained)	Constrict: +9, 2d10+6 Bludgeoning, 2d10+6 Slashing, Grappled & Restrained	Multiattack: Constrict, Bite	Lightning Breath: 20ft, 12d10 Lightning (DEX Save)	Digest: 6d6 Acid (If Swallowed)",90,23,16,18,7,14,12,17,50
9816,Glabrezu,Large Fiend Chaotic Evil,9,"Poison,Poisoned","Bludgeoning,Piercing,Slashing,Cold,Fire,Lightning,Spell,MagicalAbility,Force",Force Attuned,,"Pincer: +8, 10ft, 2d10+5 Force, Grappled (If Medium)	Fist: +8, 2d4+2 Force	Multiattack: 2 Pincer, 2 Fist	Multiconfuse: 2 Pincer, Confusion	Multistun: 2 Pincer, Power Word Stun	Confusion: 90ft, Confusion (WIS Save)	Power Word Stun: 60ft, Stunned, If Under 75HP",71,20,15,21,19,17,16,17,40
9817,Storm Giant,Huge Giant Chaotic Good,13,"Lightning,Thunder",Cold,Always Reckless,,"Lightning Strike: 500ft, 12d8 Lightning (DEX Save)	Greatsword: +13, 10ft, 6d6+9 Piercing	Rock: +13, 60ft, 4d12+9 Bludgeoning	Multiattack: 10ft, 2 Greatsword",113,29,14,20,16,18,18,16,50
9818,Remorhaz,Huge Monstrosity Unaligned,11,"Cold,Fire",,"Flying,Heated Body,Sensitive Stomach",,"Bite: +10, 10ft, 6d10+7 Piercing, 3d6 Fire, Swallowed (If Grappled & Restrained,  Medium), Grappled & Restrained	Digest: 6d6 Acid (If Swallowed)",99,24,13,21,4,10,5,17,90
9819,Nalfeshnee,Large Fiend Chaotic Evil,13,"Poison,Poisoned","Bludgeoning,Piercing,Slashing,Cold,Fire,Lightning,Spell,MagicalAbility","Quick Draw,Blinded",,"Bite: +9, 5d10+5 Piercing	Claw: +9, 10ft, 3d6+5 Slashing	Horror Nimbus: 15ft, Frightened (WIS Save)	Multiattack: Horror Nimbus, 2 Claw, Bite	Teleport: 120ft, Teleport",96,21,10,22,19,12,15,18,30
9820,Vampire,Medium Undead Lawful Evil,13,,"Necrotic,Bludgeoning,Piercing,Slashing","Strong Grappler,Regeneration,Legendary,Legendary Resistance,Prone",,"Charm: 30ft, Charmed (WIS Save) (If Humanoid)	Bite: +8, 1d6+4 Piercing, 3d6 Necrotic & Vampirism (If Grappled & Restrained)	Unarmed Strike: +8, 1d8+4 Bludgeoning (If Grappled & Restrained), Grappled & Restrained (If Not Grappled & Restrained)	Multiattack: Unarmed Strike, Bite, Unarmed Punch	Multistrike: 2 Unarmed Strike",78,18,18,18,17,15,18,16,30
9821,Roc,Gargantuan Monstrosity Unaligned,11,,,"Die Hard,Relentless",,"Beak: +12, 10ft, 4d8+9 Piercing	Talons: +12, 4d6+9 Slashing, Grappled & Restrained	Multiattack: Talons, Beak",116,28,10,20,3,10,9,15,120
9822,Vampire,Medium Undead Lawful Evil,13,,"Necrotic,Bludgeoning,Piercing,Slashing","Strong Grappler,Regeneration,Legendary,Legendary Resistance,Grappled & Restrained",Voidling,"Charm: 30ft, Charmed (WIS Save) (If Humanoid)	Bite: +8, 1d6+4 Piercing, 3d6 Necrotic & Vampirism (If Grappled & Restrained)	Unarmed Strike: +8, 1d8+4 Bludgeoning (If Grappled & Restrained), Grappled & Restrained (If Not Grappled & Restrained)	Multiattack: Unarmed Strike, Bite, Unarmed Punch	Multistrike: 2 Unarmed Strike",78,18,18,18,17,15,18,16,30
9823,Behir,Huge Monstrosity Neutral Evil,11,Lightning,,"Magic Resistant,Sensitive Stomach,Exhaust",Stone Golem,"Bite: +9, 10ft, 3d10+6 Piercing	Swallow: +9, 10ft, 3d10+6 Piercing, Swallowed (If Grappled & Restrained)	Constrict: +9, 2d10+6 Bludgeoning, 2d10+6 Slashing, Grappled & Restrained	Multiattack: Constrict, Bite	Lightning Breath: 20ft, 12d10 Lightning (DEX Save)	Digest: 6d6 Acid (If Swallowed)",90,23,16,18,7,14,12,17,50
9824,Nalfeshnee,Large Fiend Chaotic Evil,13,"Poison,Poisoned","Bludgeoning,Piercing,Slashing,Cold,Fire,Lightning,Spell,MagicalAbility",Quick Draw,Abominable Beauty,"Bite: +9, 5d10+5 Piercing	Claw: +9, 10ft, 3d6+5 Slashing	Horror Nimbus: 15ft, Frightened (WIS Save)	Multiattack: Horror Nimbus, 2 Claw, Bite	Teleport: 120ft, Teleport",96,21,10,22,19,12,15,18,30
9825,Vampire,Medium Undead Lawful Evil,13,,"Necrotic,Bludgeoning,Piercing,Slashing","Strong Grappler,Regeneration,Legendary,Legendary Resistance","Voidling, Roc","Charm: 30ft, Charmed (WIS Save) (If Humanoid)	Bite: +8, 1d6+4 Piercing, 3d6 Necrotic & Vampirism (If Grappled & Restrained)	Unarmed Strike: +8, 1d8+4 Bludgeoning (If Grappled & Restrained), Grappled & Restrained (If Not Grappled & Restrained)	Multiattack: Unarmed Strike, Bite, Unarmed Punch	Multistrike: 2 Unarmed Strike",78,18,18,18,17,15,18,16,30
9826,Vampire,Medium Undead Lawful Evil,13,,"Necrotic,Bludgeoning,Piercing,Slashing","Strong Grappler,Regeneration,Legendary,Legendary Resistance","Voidling, Roc, Behir","Charm: 30ft, Charmed (WIS Save) (If Humanoid)	Bite: +8, 1d6+4 Piercing, 3d6 Necrotic & Vampirism (If Grappled & Restrained)	Unarmed Strike: +8, 1d8+4 Bludgeoning (If Grappled & Restrained), Grappled & Restrained (If Not Grappled & Restrained)	Multiattack: Unarmed Strike, Bite, Unarmed Punch	Multistrike: 2 Unarmed Strike",78,18,18,18,17,15,18,16,30
9827,Adult Red Dragon,Huge Dragon Chaotic Evil,17,Fire,,"Boots of Charging,Legendary,Legendary Resistance",,"Multiattack: 10ft, Frightful Presence, Bite, 2 Claw	Bite: +13, 10ft, 2d10+8 Piercing, 2d6 Fire	Claw: +13, 2d6+8 Slashing	Tail: +13, 15ft, 2d8+8 Bludgeoning	Frightful Presence: 120ft, Frightened (WIS Save)	Wing Attack: 2d6+8 Bludgeoning (DEX Save)	Fire Breath: 60ft, 18d6 Fire (DEX Save)",87,27,10,25,16,13,21,19,80
9828,Planetar,Large Celestial Lawful Good,16,"Charmed,Exhaustion,Frightened,Deception","Bludgeoning,Piercing,Slashing,Radiant,Spell,MagicalAbility",+2 CHA,,"Greatsword: +11, 4d6+7 Slashing, 5d8 Radiant	Multiattack: 2 Greatsword	Insect Plague: 300ft, 4d10 Piercing (CON Save)	Flame Strike: 60ft, 4d6 Radiant (DEX Save), 4d6 Fire (DEX Save)	Blade Barrier: 90ft, 6d10 Slashing (DEX Save)	Invisibility: Invisible",89,24,20,24,19,22,27,19,120
9829,Adult Silver Dragon,Huge Dragon Lawful Good,16,Cold,,"Good Stats,Legendary,Legendary Resistance",,"Multiattack: 10ft, Frightful Presence, Bite, 2 Claw	Bite: +13, 10ft, 2d10+9 Piercing	Claw: +13, 2d6+9 Slashing	Tail: +13, 15ft, 2d8+9 Bludgeoning	Frightful Presence: 120ft, Frightened (WIS Save)	Wing Attack: 2d6+8 Bludgeoning (DEX Save)	Breath Weapon: 60ft, 1x (Cold Breath, Paralyzing Breath)	Cold Breath: 60ft, 13d8 Cold (CON Save)	Paralyzing Breath: 60ft, Paralyzed (CON Save)",144,29,12,27,18,15,23,20,80
9830,Dragon Turtle,Gargantuan Dragon Neutral,17,,Fire,Frenzied,,"Multiattack: 10ft, Bite, 2 Claw	Bite: +12, 15ft, 3d12+7 Piercing	Claw: +12, 2d8+7 Slashing	Steam Breath: 60ft, 15d6 Fire (CON Save)",172,25,10,20,10,12,12,20,20
9831,Adult Green Dragon,Huge Dragon Lawful Evil,15,"Poison,Poisoned",,"Parrier,Legendary,Legendary Resistance",,"Multiattack: 10ft, Frightful Presence, Bite, 2 Claw	Bite: +10, 10ft, 2d10+6 Piercing, 2d6 Poison	Claw: +10, 2d6+6 Slashing	Tail: +10, 15ft, 2d8+6 Bludgeoning	Frightful Presence: 120ft, Frightened (WIS Save)	Wing Attack: 2d6+6 Bludgeoning (DEX Save)	Poison Breath: 60ft, 16d6 Poison (CON Save)	Parry: +5 to AC vs 1 Attack, Reaction",110,23,12,21,18,15,17,19,80
9832,Marilith,Large Fiend Chaotic Evil,16,"Poison,Poisoned","Bludgeoning,Piercing,Slashing,Cold,Fire,Lightning,Spell,MagicalAbility",+2 INT,,"Parry: +5 to AC vs 1 Attack, Reaction	Longsword: +8, 2d8+4 Slashing	Tail: +8, 10ft, 2d10+4 Bludgeoning, Grappled & Restrained (If Medium)	Tail Squeeze: +8, 10ft, 2d10+4 Bludgeoning (If Grappled & Restrained)	Multiattack: Tail, 6 Longsword	Multisqueeze: Tail Squeeze, 6 Longsword (If Grappled & Restrained)	Teleport: 120ft, Teleport",92,18,20,20,20,16,20,18,40
9833,Ice Devil,Large Fiend Lawful Evil,14,"Cold,Fire,Poisoned",,Green Half-Dragon,,"Bite: +9, 2d6+5 Piercing, 3d6 Cold	Claws: +9, 2d4+5 Slashing, 3d6 Cold	Tail: +9, 10ft, 2d6+5 Bludgeoning, 3d6 Cold	Multiattack: Bite, Claws, Tail	Wall of Ice: 90ft, 10d6 Cold (DEX Save)	Poison Breath: 60ft, 17d6 Poison (CON Save)",87,21,14,18,18,15,18,18,40
9834,Iron Golem,Large Construct Unaligned,16,"Poison,Psychic,Charmed,Exhaustion,Frightened,Paralyzed,Petrified,Poisoned,Polymorph","Bludgeoning,Piercing,Slashing",Skilled,,"Poison Breath: 15ft, 10d8 Poison (CON Save)	Slam: +12, 3d8+7 Bludgeoning	Sword: +12, 10ft, 3d10+7 Slashing	Multiattack: 10ft, 2x (Slam, Sword)",105,24,9,20,3,11,1,20,30
9835,Dragon Turtle,Gargantuan Dragon Neutral,17,,Fire,Frenzied,Purple Worm,"Multiattack: 10ft, Bite, 2 Claw	Bite: +12, 15ft, 3d12+7 Piercing	Claw: +12, 2d8+7 Slashing	Steam Breath: 60ft, 15d6 Fire (CON Save)",172,25,10,20,10,12,12,20,20
9836,Marilith,Large Fiend Chaotic Evil,16,"Poison,Poisoned","Bludgeoning,Piercing,Slashing,Cold,Fire,Lightning,Spell,MagicalAbility",+2 INT,Adult Bronze Dragon,"Parry: +5 to AC vs 1 Attack, Reaction	Longsword: +8, 2d8+4 Slashing	Tail: +8, 10ft, 2d10+4 Bludgeoning, Grappled & Restrained (If Medium)	Tail Squeeze: +8, 10ft, 2d10+4 Bludgeoning (If Grappled & Restrained)	Multiattack: Tail, 6 Longsword	Multisqueeze: Tail Squeeze, 6 Longsword (If Grappled & Restrained)	Teleport: 120ft, Teleport",92,18,20,20,20,16,20,18,40
